time,state,accel,vel,alt,roll,s1,s2,s3,ax,ay,az,gx,gy,gz,baro,temp,target
2568,3,-34.77947,48.317726,164.44142,110.5625,90,65,65,45.403385,-21.80071,-34.77947,110.5625,-18.5,-69.8125,138.79234,18.37,0.4404602
2579,3,-41.49688,47.86126,164.99527,124.125,90,65,65,31.22561,-34.23636,-41.49688,124.125,-11.5625,-64.4375,138.79234,18.37,0.0892334
2590,3,-32.013542,47.50911,165.30217,136.625,90,65,65,-2.9985282,-51.146957,-32.013542,136.625,-3,-61.75,138.79234,18.37,-0.73599243
2600,3,-21.983643,47.289272,166.12517,149.125,90,66,66,-19.77311,-50.80832,-21.983643,149.125,5.75,-62.375,140.98988,18.37,-1.2463989
2611,3,-18.108238,47.09008,166.78087,162.4375,90,66,66,-36.697266,-41.268635,-18.108238,162.4375,13.4375,-65.625,140.98988,18.37,-0.72268677
2623,3,-13.352362,46.92985,167.21579,176.625,90,66,66,-49.135075,-26.78856,-13.352362,176.625,19.75,-71.0625,140.98988,18.37,-0.47964478
2637,3,-9.069789,46.802876,167.48325,191.75,90,67,67,-55.8855,-8.715043,-9.069789,191.75,24.3125,-78.3125,140.98988,18.37,-0.39437866
2647,3,6.1367183,46.864243,167.64796,208.0625,90,67,67,-53.188713,5.6173425,6.1367183,208.0625,26.5625,-87.375,140.98988,18.37,-0.39413452
2677,3,8.950834,47.132767,168.66566,276.6875,90,67,67,-18.936285,49.217228,8.950834,276.6875,13.125,-110.6875,144.81935,18.37,0.08215332
2689,3,15.3540125,47.317017,169.73953,337.0625,90,64,64,2.8540215,51.242313,15.3540125,337.0625,-3.3125,-113.8125,144.81935,18.37,1.8826599
2699,3,-0.6786381,47.31023,170.55563,7.6875,90,63,63,18.587553,53.522976,-0.6786381,7.6875,-12.0625,-111.625,144.81935,18.37,2.0775757
2710,3,-16.299849,47.13093,171.05531,34.625,90,62,62,45.243546,32.293133,-16.299849,34.625,-19.3125,-106,144.81935,18.37,2.1841736
2720,3,-26.362858,46.867302,171.33992,57.3125,90,61,61,50.95328,16.785263,-26.362858,57.3125,-23.9375,-98,144.81935,18.37,1.5362854
2730,3,-33.28558,46.534447,172.47678,76.3125,90,61,61,51.02969,-1.1257257,-33.28558,76.3125,-25.25,-88.6875,148.21465,18.36,0.589447
2740,3,-29.712908,46.237316,173.5073,93.4375,90,60,60,47.48297,-21.662235,-29.712908,93.4375,-23.6875,-80.1875,148.21465,18.36,0.6235962
2750,3,-36.8993,45.868324,174.19945,109.375,90,60,60,34.28494,-34.822086,-36.8993,109.375,-20.1875,-72.625,148.21465,18.36,0.641449
2761,3,-37.174942,45.4594,174.59789,123.625,90,60,60,18.158245,-45.204594,-37.174942,123.625,-14.1875,-66.625,148.21465,18.36,0.11480713
2772,3,-38.330463,45.037766,174.82262,136.625,90,60,60,-1.3478881,-48.47986,-38.330463,136.625,-6.375,-62.9375,148.21465,18.36,-0.64575195
2799,3,-15.224369,44.62671,175.66147,175.4375,90,61,61,-32.967285,-44.87568,-15.224369,175.4375,17.5,-70.125,150.82996,18.36,-1.3927307
2809,3,-14.01344,44.486576,176.39679,190.5625,90,63,63,-46.269543,-28.68989,-14.01344,190.5625,22.1875,-77,150.82996,18.36,-1.2989197
2820,3,-10.915863,44.3665,176.9132,207.125,90,63,63,-54.296192,-10.731679,-10.915863,207.125,24.5,-85.1875,150.82996,18.36,-0.096466064
2830,3,10.563937,44.47214,177.23631,225.5,90,63,63,-48.017933,19.951214,10.563937,225.5,24.3125,-93.9375,150.82996,18.36,0.10122681
2841,3,15.999625,44.648136,177.43394,246.875,90,62,62,-36.045227,34.15153,15.999625,246.875,20.875,-102.4375,150.82996,18.36,0.69854736
2851,3,8.567197,44.733807,177.5582,272.4375,90,62,62,-36.652576,38.14359,8.567197,272.4375,14.375,-108.5,150.82996,18.36,1.2282715
2861,3,4.233833,44.776146,178.39557,300.9375,90,61,61,-4.1922183,54.14828,4.233833,300.9375,6.8125,-111.6875,154.26857,18.36,1.2623596
2871,3,-3.5279336,44.740868,179.2882,330.9375,90,60,60,13.687528,54.40924,-3.5279336,330.9375,-1.125,-112.1875,154.26857,18.36,1.8994446
2882,3,-0.787497,44.732204,180.0029,0,90,59,59,32.5267,44.472446,-0.787497,0,-8.5625,-110.5625,154.26857,18.36,2.1993103
2892,3,-8.389989,44.648304,180.47136,27.75,90,58,58,45.42216,32.43048,-8.389989,27.75,-15.75,-106.9375,154.26857,18.36,2.2968445
2920,3,-31.287878,43.772243,180.75404,91.4375,90,57,57,53.011036,2.7903507,-31.287878,91.4375,-24.8125,-82,154.26857,18.36,1.8306885
2930,3,-34.2074,43.43017,181.85771,106.5625,90,58,58,48.393757,-15.758077,-34.2074,106.5625,-20.875,-73.5625,157.61845,18.35,-0.72488403
2941,3,-32.373985,43.074055,182.87787,120.625,90,58,58,22.638288,-45.8127,-32.373985,120.625,-14.75,-67.5625,157.61845,18.35,0.003723145
2951,3,-30.760109,42.766453,183.57632,134.1875,90,58,58,4.32262,-51.5709,-30.760109,134.1875,-7.5,-64.125,157.61845,18.35,0.060028076
2961,3,-33.224636,42.434208,183.98347,147.625,90,58,58,-16.30309,-48.36423,-33.224636,147.625,0.1875,-62.6875,157.61845,18.35,-0.08279419
2971,3,-27.09569,42.16325,184.2144,160.5625,90,58,58,-33.30564,-41.815536,-27.09569,160.5625,8.5,-63.4375,157.61845,18.35,-0.5393677
2981,3,-17.837023,41.98488,184.35101,173.4375,90,59,59,-46.088486,-30.87909,-17.837023,173.4375,16.4375,-67.25,157.61845,18.35,-0.9036865
2991,3,-5.879566,41.926083,184.84195,187.25,90,59,59,-52.985256,-17.135426,-5.879566,187.25,22.625,-73.875,159.35022,18.35,-1.0353699
3001,3,5.0110455,41.976192,185.26466,202.75,90,59,59,-53.826324,-1.0661582,5.0110455,202.75,26,-83,159.35022,18.35,-0.4668274
3011,3,1.6020025,41.992214,185.58388,220.8125,90,59,59,-51.267845,20.638975,1.6020025,220.8125,25.9375,-92.5625,159.35022,18.35,0.19656372
3039,3,10.3886,42.283096,185.808,293.1875,90,59,59,-24.490292,46.09618,10.3886,293.1875,10.3125,-113.1875,159.35022,18.35,0.51486206
3049,3,14.52551,42.428352,186.56888,324.5625,90,57,57,-5.180503,50.01512,14.52551,324.5625,1.25,-115.3125,161.88612,18.35,1.4071045
3060,3,8.889888,42.526142,187.3169,356.625,90,56,56,13.244474,50.904266,8.889888,356.625,-8.0625,-114.125,161.95813,18.34,1.6134644
3070,3,-4.2728133,42.483414,187.8875,25.5625,90,55,55,29.77502,48.97754,-4.2728133,25.5625,-16.125,-109.875,161.95813,18.34,2.2135925
3081,3,-14.084552,42.328484,188.26192,50.3125,90,54,54,42.714848,38.63709,-14.084552,50.3125,-22.1875,-102.8125,161.95813,18.34,2.0410156
3091,3,-23.46914,42.093792,188.49478,71.3125,90,53,53,54.059498,2.3769684,-23.46914,71.3125,-25.3125,-94.25,161.95813,18.34,1.4707642
3101,3,-26.263783,41.831154,188.641,89.9375,90,53,53,54.336197,4.408138,-26.263783,89.9375,-25.9375,-85.125,161.95813,18.34,0.6897888
3111,3,-37.134796,41.459805,188.73628,106.1875,90,53,53,38.725628,-29.642273,-37.134796,106.1875,-23.5,-76,161.95813,18.34,-0.0027771
3121,3,-41.105156,41.04875,189.43954,120.5625,90,53,53,23.06069,-40.47664,-41.105156,120.5625,-18.125,-68.4375,165.12659,18.34,-0.83813477
3131,3,-43.25084,40.616245,190.20299,133.3125,90,54,54,4.053508,-45.616478,-43.25084,133.3125,-10.3125,-63.125,165.12659,18.34,-0.9593506
3158,3,-24.774616,39.94733,190.84503,157.3125,90,54,54,-29.655193,-44.927864,-24.774616,157.3125,8,-62.375,165.12659,18.34,-1.0600891
3170,3,-11.599154,39.80814,191.29166,184.1875,90,57,57,-42.070114,-36.734642,-11.599154,184.1875,22.125,-73.0625,165.12659,18.34,-1.8563843
3181,3,-11.516028,39.681465,192.38208,199.6875,90,57,57,-52.12163,-17.16426,-11.516028,199.6875,25.8125,-81.3125,167.7891,18.34,-0.6932678
3192,3,-2.5695825,39.65577,193.29799,216.625,90,57,57,-54.420082,-0.39117852,-2.5695825,216.625,27,-90.9375,167.7891,18.34,0.23809814
3201,3,5.970952,39.715477,193.89104,236.4375,90,56,56,-50.184834,16.437159,5.970952,236.4375,24.625,-100.6875,167.7891,18.34,1.0345459
3211,3,17.926868,39.894745,194.23285,260.125,90,56,56,-38.648716,29.068775,17.926868,260.125,19,-108.6875,167.7891,18.34,1.5713501
3221,3,15.931611,40.05406,194.42947,288.6875,90,55,55,-24.981752,43.20174,15.931611,288.6875,10.75,-113.8125,167.7891,18.34,2.0454712
3231,3,11.016064,40.164223,194.5483,320.3125,90,54,54,-8.333109,52.135624,11.016064,320.3125,1.5625,-115.5625,167.7891,18.34,2.2045593
3242,3,4.8879633,40.21799,194.62451,351.9375,90,53,53,9.76868,54.37838,4.8879633,351.9375,-7.25,-114.5,167.7891,18.34,2.1050415
3252,3,-2.8660107,40.18933,195.23174,21.25,90,52,52,26.882883,50.31998,-2.8660107,21.25,-15.375,-110.75,170.63219,18.33,1.8257751
3280,3,-28.416285,39.393677,195.87611,88.1875,90,51,51,52.247326,8.098587,-28.416285,88.1875,-27.9375,-85.5,170.63219,18.33,1.8821106
3291,3,-34.386745,39.015423,196.42393,103.9375,90,50,50,50.46939,-8.721979,-34.386745,103.9375,-25.3125,-75.125,170.63219,18.33,0.14151001
3301,3,-42.384583,38.591576,196.81862,117.375,90,51,51,40.029514,-23.307413,-42.384583,117.375,-19.1875,-66.8125,170.63219,18.33,-0.30932617
3311,3,-37.500477,38.21657,197.67363,129.8125,90,51,51,28.00722,-39.063053,-37.500477,129.8125,-10.8125,-62.0625,172.70918,18.33,-0.86068726
3321,3,-35.795742,37.858616,198.3851,142.1875,90,51,51,10.682524,-47.28639,-35.795742,142.1875,-1.875,-60.25,172.70918,18.33,-0.72940063
3332,3,-32.91714,37.49653,198.86667,154.5625,90,52,52,-8.36372,-48.8529,-32.91714,154.5625,7.0625,-61.125,172.70918,18.33,-0.7399597
3342,3,-27.412445,37.222404,199.16293,167.5,90,52,52,-26.269976,-44.46944,-27.412445,167.5,15.25,-64.4375,172.70918,18.33,-0.9831543
3352,3,-19.392578,37.02848,199.34367,180.6875,90,53,53,-40.680027,-34.83978,-19.392578,180.6875,22.5,-70.375,172.70918,18.33,-1.1427002
3362,3,-9.378995,36.934692,199.4578,195,90,53,53,-49.991993,-21.295765,-9.378995,195,27.375,-79.5,172.70918,18.33,-1.2212219
3372,3,-0.49332735,36.92976,200.0008,211.5,90,54,54,-53.613995,-4.6793103,-0.49332735,211.5,28.6875,-90.25,174.88425,18.33,-1.1144409
3398,3,9.789212,37.18428,200.51572,255.625,90,54,54,-30.590351,42.84492,9.789212,255.625,19.6875,-108.8125,174.88425,18.32,-0.3841858
3407,3,8.862725,37.264046,200.92644,283.75,90,53,53,-13.348471,51.1774,8.862725,283.75,11.8125,-113.6875,174.88425,18.32,0.8280945
3420,3,6.6863008,37.350967,201.219,314.9375,90,53,53,5.710537,53.091766,6.6863008,314.9375,2.9375,-115.625,174.88425,18.32,1.0426025
3431,3,-0.4144634,37.34641,201.41724,17.125,90,52,52,23.27598,49.972485,-0.4144634,17.125,-14.625,-112,174.88425,18.32,1.3717651
3442,3,-9.0789175,37.24654,202.0741,43.8125,90,51,51,39.075577,42.296303,-9.0789175,43.8125,-22.0625,-105.625,177.10222,18.32,1.2184753
3452,3,-18.490889,37.06163,202.68216,65.875,90,50,50,47.83814,27.70881,-18.490889,65.875,-26.6875,-96.375,177.10222,18.32,1.3742676
3461,3,-29.27939,36.798115,203.14491,84,90,50,50,52.41198,13.205063,-29.27939,84,-27.5625,-85.625,177.10222,18.32,1.2419434
3472,3,-31.194784,36.45497,203.45766,99.3125,90,49,49,51.973503,-6.5622363,-31.194784,99.3125,-24.4375,-75.625,177.10222,18.32,0.82992554
3482,3,-34.442917,36.110542,203.66028,113.25,90,49,49,44.258797,-23.942202,-34.442917,113.25,-18.5625,-68.4375,177.10222,18.32,0.18954468
3492,3,-33.073254,35.779808,203.7925,126.6875,90,49,49,32.10928,-39.084023,-33.073254,126.6875,-11.25,-63.6875,177.10222,18.32,-0.44903564
3521,3,-28.283596,34.959583,204.32822,164.1875,90,50,50,-24.360544,-46.904903,-28.283596,164.1875,14.75,-64.4375,179.16158,18.32,-1.0083923
3532,3,-18.270695,34.776875,204.83037,176.9375,90,53,53,-37.76154,-37.9943,-18.270695,176.9375,22.25,-70.75,179.16158,18.32,-2.2328491
3542,3,-5.8800936,34.712193,205.22838,191.375,90,54,54,-47.32534,-26.270445,-5.8800936,191.375,26.9375,-79.9375,179.16158,18.32,-1.1206665
3552,3,0.19856088,34.71418,205.51154,208.3125,90,54,54,-52.995647,-8.644828,0.19856088,208.3125,27.8125,-90.625,179.16158,18.32,-0.7099304
3562,3,6.2948594,34.77713,205.70383,228.75,90,54,54,-51.91419,9.54127,6.2948594,228.75,24.75,-100.375,179.16158,18.32,-0.30444336
3572,3,6.2714887,34.839844,206.40175,252.75,90,54,54,-45.75516,28.358149,6.2714887,252.75,19.1875,-107.6875,181.59383,18.31,0.088378906
3582,3,8.229686,34.922142,207.06577,280,90,54,54,-32.814808,42.295986,8.229686,280,12.125,-112.5625,181.59383,18.31,0.9274597
3593,3,12.252674,35.056923,207.57538,310.125,90,53,53,-14.753594,49.86354,12.252674,310.125,3.875,-115.0625,181.59383,18.31,1.6531067
3602,3,8.462932,35.13309,207.9173,310.125,90,52,52,2.6444614,52.68286,8.462932,310.125,3.875,-115.0625,181.59383,18.31,2.2348938
3612,3,5.0708127,35.1838,208.1356,12.25,90,51,51,22.566528,50.450657,5.0708127,12.25,-13.5,-112.5,181.59383,18.31,2.365326
3641,3,-27.492184,34.386528,209.00621,61.75,90,49,49,51.1428,14.825016,-27.492184,61.75,-25.875,-97.5625,184.49907,18.31,2.3503113
3651,3,-33.296875,34.086857,209.83398,80.1875,90,48,48,50.69764,-3.4954796,-33.296875,80.1875,-26.9375,-87.3125,184.49907,18.31,0.9640198
3660,3,-35.7823,33.729034,210.44249,96.0625,90,48,48,44.484417,-21.601357,-35.7823,96.0625,-24.4375,-77.6875,184.49907,18.31,0.6497803
3671,3,-32.458572,33.37199,210.82635,124.625,90,48,48,33.91886,-38.22554,-32.458572,124.625,-12.75,-65.5,184.49907,18.31,0.34088135
3682,3,-36.206814,32.973717,211.05785,137.8125,90,48,48,17.12665,-45.47578,-36.206814,137.8125,-4.875,-62.5625,184.49907,18.31,-0.12710571
3693,3,-36.301804,32.574398,211.6455,150.4375,90,48,48,-2.272917,-48.304016,-36.301804,150.4375,3.6875,-62.125,186.18925,18.31,-0.7704773
3702,3,-30.774134,32.297432,212.15327,162.875,90,49,49,-21.582638,-47.362587,-30.774134,162.875,12.3125,-64.125,186.29114,18.3,-0.96429443
3712,3,-23.633968,32.061092,212.51802,175.5625,90,49,49,-37.559223,-39.396267,-23.633968,175.5625,20.125,-69.4375,186.29114,18.3,-0.9400635
3722,3,-9.17293,31.969362,212.76108,189.6875,90,50,50,-46.32645,-28.2126,-9.17293,189.6875,25.4375,-77.9375,186.29114,18.3,-1.0028992
3733,3,-0.41916034,31.964752,212.92061,206.125,90,50,50,-52.31404,-12.186369,-0.41916034,206.125,27.125,-88.125,186.29114,18.3,-0.838501
3758,3,5.0687366,32.09147,213.5009,249.1875,90,50,50,-37.067547,40.08305,5.0687366,249.1875,19.8125,-105.5625,188.38046,18.3,-0.5800476
3771,3,8.335592,32.199833,214.03734,275.6875,90,50,50,-19.977545,49.079163,8.335592,275.6875,13.125,-110.5625,188.38046,18.3,0.37722778
3782,3,7.4456344,32.281734,214.45335,335.5,90,49,49,-1.1161293,53.11303,7.4456344,335.5,-2.8125,-113.9375,188.38046,18.3,1.0410461
3793,3,5.8397474,32.34597,214.7427,5.8125,90,48,48,19.29226,51.43555,5.8397474,5.8125,-11.25,-111.875,188.38046,18.3,1.4644775
3802,3,-1.5516201,32.332005,214.93558,33.4375,90,47,47,34.420166,43.1802,-1.5516201,33.4375,-18.875,-106.875,188.38046,18.3,1.6799927
3812,3,-12.586032,32.206142,215.06438,56.8125,90,47,47,45.766434,31.83166,-12.586032,56.8125,-24.125,-98.8125,188.38046,18.3,1.581604
3823,3,-23.614397,31.97,215.70651,76.125,90,46,46,52.513218,18.002064,-23.614397,76.125,-25.9375,-89.0625,190.9967,18.3,1.2327576
3833,3,-25.455305,31.689991,216.35492,92.75,90,46,46,54.496307,-1.7751629,-25.455305,92.75,-24.3125,-79.625,190.9967,18.29,1.1895142
3843,3,-31.189503,31.378096,216.8815,107.8125,90,45,45,48.383003,-19.149368,-31.189503,107.8125,-19.9375,-71.8125,190.9967,18.29,1.0643005
3853,3,-35.44319,31.023664,217.2492,121.875,90,45,45,36.339092,-33.714302,-35.44319,121.875,-13.6875,-66,190.9967,18.29,0.75213623
3881,3,-29.91297,30.186102,217.48892,147.375,90,44,44,-18.000399,-48.99228,-29.91297,147.375,2.9375,-61.4375,190.9967,18.29,0.25674438
3893,3,-17.182493,29.979912,217.95096,172.5,90,46,46,-32.692192,-44.658283,-17.182493,172.5,19.5,-69.1875,192.19878,18.29,-1.3145447
3902,3,-7.325807,29.91398,218.3155,187,90,47,47,-44.76236,-33.367,-7.325807,187,24.4375,-77.4375,192.19878,18.29,-0.8645935
3911,3,1.6675792,29.92899,218.5766,187,90,47,47,-51.71982,-17.863512,1.6675792,187,24.4375,-77.4375,192.19878,18.29,-0.5262146
3922,3,0.8326947,29.938148,218.75609,223,90,47,47,-54.954784,3.2369986,0.8326947,223,24.875,-95.9375,192.19878,18.29,-0.17941284
3933,3,7.7868295,30.023804,218.87917,244.9375,90,47,47,-48.088135,21.233677,7.7868295,244.9375,21,-104,192.19878,18.29,0.038024902
3943,3,15.556196,30.179365,218.96509,270.375,90,47,47,-35.67441,34.697487,15.556196,270.375,14.75,-110.1875,192.19878,18.29,0.34329224
3953,3,15.589328,30.335258,219.34782,299.5625,90,47,47,-21.20995,45.00489,15.589328,299.5625,6.6875,-113.9375,193.9389,18.29,0.7252197
3962,3,12.29197,30.445887,219.71796,331.375,90,46,46,-3.300927,51.169476,12.29197,331.375,-2.4375,-114.6875,193.9389,18.29,1.3627319
3973,3,5.5652466,30.507105,220.0316,2,90,45,45,14.763595,51.590702,5.5652466,2,-11.125,-112.125,193.9389,18.29,1.8115234
3998,3,-19.230429,30.026344,220.27336,52.25,90,44,44,51.73554,18.690033,-19.230429,52.25,-23.1875,-99.25,193.9389,18.29,2.0604553
4007,3,-26.592564,29.787012,220.4502,72.0625,90,43,43,53.216434,1.0291044,-26.592564,72.0625,-25.125,-90.4375,193.9389,18.29,1.0027161
4018,3,-31.84056,29.436766,220.86972,89.8125,90,42,42,48.44686,-16.802324,-31.84056,89.8125,-24.5,-81.5,195.294,18.29,0.37921143
4031,3,-35.65543,28.973246,221.23982,105.4375,90,42,42,37.572437,-32.20189,-35.65543,105.4375,-20.9375,-73.4375,195.294,18.29,0.041503906
4042,3,-39.3028,28.540915,221.52963,119.25,90,43,43,21.326303,-42.640564,-39.3028,119.25,-14.625,-67.1875,195.294,18.29,-0.5474243
4052,3,-38.227253,28.158642,221.7409,131.9375,90,43,43,2.9096327,-48.470497,-38.227253,131.9375,-6.5,-63.3125,195.294,18.29,-1.0764465
4061,3,-29.222595,27.895638,221.89052,143.75,90,44,44,-14.345287,-50.428436,-29.222595,143.75,2.6875,-62.25,195.294,18.29,-1.5299988
4072,3,-22.172602,27.65174,221.99643,168,90,45,45,-31.31689,-44.737125,-22.172602,168,19.875,-69.8125,195.294,18.29,-1.7709045
4083,3,-10.807423,27.532858,222.39478,182,90,46,46,-43.57742,-34.910244,-10.807423,182,25.25,-78.125,196.97621,18.29,-2.0202332
4094,3,-2.4947567,27.505415,222.77388,198.1875,90,47,47,-50.86713,-18.38807,-2.4947567,198.1875,27.25,-88.125,196.97621,18.29,-1.6721191
4122,3,9.506131,27.771587,223.08974,239.6875,90,48,48,-40.81753,33.31386,9.506131,239.6875,21.3125,-106,196.97621,18.29,-1.1929932
4133,3,9.865722,27.88011,223.3297,294.8125,90,48,48,-26.005001,45.574398,9.865722,294.8125,7.1875,-115.0625,196.97621,18.29,-0.2079773
4144,3,9.638109,27.98613,223.98497,326,90,48,48,-6.6697965,52.901882,9.638109,326,-1.125,-116.0625,199.04567,18.29,0.31939697
4153,3,4.5028477,28.026655,224.63756,357.25,90,47,47,10.838738,52.899895,4.5028477,357.25,-9.6875,-114.625,199.18355,18.28,1.1730957
4162,3,-1.1146127,28.016624,225.14603,357.25,90,46,46,28.386816,47.262783,-1.1146127,357.25,-9.6875,-114.625,199.18355,18.28,1.7955933
4173,3,-9.879546,27.90795,225.49136,50.875,90,45,45,41.92463,36.86494,-9.879546,50.875,-23.875,-103.25,199.18355,18.28,2.132141
4184,3,-20.873922,27.678337,225.71356,71.5,90,44,44,50.83867,24.20971,-20.873922,71.5,-27.1875,-93.5,199.18355,18.28,2.0734558
4194,3,-30.187086,27.376467,225.85689,88.5625,90,43,43,52.87701,7.519508,-30.187086,88.5625,-26.75,-82.8125,199.18355,18.28,1.6155701
4203,3,-36.579582,27.04725,225.95209,103,90,43,43,47.90508,-11.437475,-36.579582,103,-22.4375,-73.375,199.18355,18.28,0.97817993
4213,3,-39.534214,26.651909,226.3987,103,90,43,43,38.419533,-27.888386,-39.534214,103,-22.4375,-73.375,201.10681,18.28,0.31121826
4240,3,-26.795422,25.928432,226.82625,139.875,90,43,43,-9.820021,-52.25753,-26.795422,139.875,2.5,-62.9375,201.10681,18.28,-0.056488037
4249,3,-19.263588,25.75506,227.17908,152.25,90,44,44,-26.932035,-47.974945,-19.263588,152.25,11.0625,-65.375,201.10681,18.28,-1.0642395
4258,3,-11.874357,25.648191,227.44197,165.5625,90,45,45,-41.2928,-37.549046,-11.874357,165.5625,18.25,-70.4375,201.10681,18.28,-0.8406067
4268,3,-4.881106,25.59938,227.62802,180.0625,90,45,45,-50.966644,-22.450043,-4.881106,180.0625,23.3125,-77.625,201.10681,18.28,-0.7382202
4278,3,0.49509254,25.604332,227.99373,196.3125,90,45,45,-54.933964,-4.3033347,0.49509254,196.3125,25.875,-86.3125,202.15575,18.28,-0.6029968
4289,3,5.996991,25.6703,228.29681,214.625,90,45,45,-51.954205,13.871998,5.996991,214.625,25.5,-95.4375,202.15575,18.28,-0.18383789
4297,3,9.965623,25.750025,228.52701,235.6875,90,45,45,-42.7467,30.295353,9.965623,235.6875,22.375,-103.875,202.15575,18.28,0.26678467
4306,3,11.643065,25.854813,228.6941,260.1875,90,45,45,-28.481665,43.094673,11.643065,260.1875,16.75,-110.5625,202.15575,18.28,0.6380005
4315,3,11.400338,25.957417,228.81386,288.5,90,44,44,-10.665421,50.544437,11.400338,288.5,9.25,-114.9375,202.15575,18.28,0.98049927
4325,3,11.822567,26.075642,228.90027,319.875,90,44,44,-9.511837,51.488033,11.822567,319.875,0.625,-116.75,202.15575,18.28,1.2420044
4350,3,-9.108152,25.847939,229.23666,21.375,90,43,43,39.471176,39.517174,-9.108152,21.375,-16.5625,-111.75,203.68524,18.28,1.4815369
4359,3,-19.492933,25.672503,229.55867,46.75,90,42,42,48.54924,26.052443,-19.492933,46.75,-23.0625,-104.6875,203.68524,18.28,1.2467346
4369,3,-28.116982,25.391333,229.83324,67.6875,90,41,41,52.079933,9.247634,-28.116982,67.6875,-26.6875,-95.1875,203.68524,18.28,0.9761658
4381,3,-34.170723,24.981283,230.04865,85.125,90,41,41,49.586277,-8.811804,-34.170723,85.125,-26.625,-84.8125,203.68524,18.28,0.6451111
4393,3,-37.370052,24.532843,230.20981,100.125,90,41,41,41.237076,-25.814623,-37.370052,100.125,-23,-75.5,203.68524,18.28,0.026733398
4402,3,-36.84194,24.201265,230.81667,113.625,90,41,41,28.1715,-39.93743,-36.84194,113.625,-16.6875,-68.625,206.05864,18.28,-0.67852783
4411,3,-34.13864,23.894018,231.4334,126.3125,90,41,41,11.423904,-48.941044,-34.13864,126.3125,-8.6875,-64.5625,206.05864,18.28,-0.65319824
4422,3,-29.270283,23.572044,231.94151,138.6875,90,42,42,-6.8943095,-51.88641,-29.270283,138.6875,0,-63.3125,206.05864,18.28,-0.5762329
4434,3,-22.96665,23.296444,232.3024,164.0625,90,42,42,-24.684454,-48.362965,-22.96665,164.0625,16.3125,-68.4375,206.05864,18.28,-0.64404297
4445,3,-16.35271,23.116564,232.54114,177.8125,90,43,43,-39.96361,-38.626144,-16.35271,177.8125,22.5625,-74.75,206.05864,18.28,-0.76452637
4473,3,7.3805346,23.32322,233.18732,209.75,90,43,43,-52.27142,9.875513,7.3805346,209.75,27.5,-93.0625,207.996,18.29,-0.81729126
4484,3,12.933529,23.465488,233.74655,253.3125,90,43,43,-43.7335,26.173576,12.933529,253.3125,19.5,-110.6875,207.996,18.29,0.2722168
